feature_name,feature_family,family,feature_source,operator_name,operator_type,is_true_curve_feature,is_proxy_feature,uses_raw_cycles_interpolated,uses_summary,uses_protocol,cycle_indices,step_type,x_axis,y_signal,aggregation,transform,description,program_id,cycle_index_convention
charge_capacity_relative_difference_cycle_99_minus_1,capacity_summary_delta,capacity_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"1,99",,,charge_capacity,relative_difference,relative_difference,,broad_physics,raw_zero_based
charge_capacity_log_abs_difference_cycle_99_minus_1,capacity_summary_delta,capacity_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"1,99",,,charge_capacity,log_abs_difference,log_abs_difference,,broad_physics,raw_zero_based
charge_capacity_difference_cycle_99_minus_9,capacity_summary_delta,capacity_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"9,99",,,charge_capacity,difference,difference,,broad_physics,raw_zero_based
charge_capacity_ratio_cycle_99_minus_9,capacity_summary_delta,capacity_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"9,99",,,charge_capacity,ratio,ratio,,broad_physics,raw_zero_based
charge_capacity_relative_difference_cycle_99_minus_9,capacity_summary_delta,capacity_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"9,99",,,charge_capacity,relative_difference,relative_difference,,broad_physics,raw_zero_based
charge_capacity_log_abs_difference_cycle_99_minus_9,capacity_summary_delta,capacity_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"9,99",,,charge_capacity,log_abs_difference,log_abs_difference,,broad_physics,raw_zero_based
discharge_energy_difference_cycle_9_minus_0,energy_summary_delta,energy_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"0,9",,,discharge_energy,difference,difference,,broad_physics,raw_zero_based
discharge_energy_ratio_cycle_9_minus_0,energy_summary_delta,energy_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"0,9",,,discharge_energy,ratio,ratio,,broad_physics,raw_zero_based
discharge_energy_relative_difference_cycle_9_minus_0,energy_summary_delta,energy_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"0,9",,,discharge_energy,relative_difference,relative_difference,,broad_physics,raw_zero_based
discharge_energy_log_abs_difference_cycle_9_minus_0,energy_summary_delta,energy_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"0,9",,,discharge_energy,log_abs_difference,log_abs_difference,,broad_physics,raw_zero_based
discharge_energy_difference_cycle_99_minus_1,energy_summary_delta,energy_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"1,99",,,discharge_energy,difference,difference,,broad_physics,raw_zero_based
discharge_energy_ratio_cycle_99_minus_1,energy_summary_delta,energy_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"1,99",,,discharge_energy,ratio,ratio,,broad_physics,raw_zero_based
discharge_energy_relative_difference_cycle_99_minus_1,energy_summary_delta,energy_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"1,99",,,discharge_energy,relative_difference,relative_difference,,broad_physics,raw_zero_based
discharge_energy_log_abs_difference_cycle_99_minus_1,energy_summary_delta,energy_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"1,99",,,discharge_energy,log_abs_difference,log_abs_difference,,broad_physics,raw_zero_based
discharge_energy_difference_cycle_99_minus_9,energy_summary_delta,energy_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"9,99",,,discharge_energy,difference,difference,,broad_physics,raw_zero_based
discharge_energy_ratio_cycle_99_minus_9,energy_summary_delta,energy_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"9,99",,,discharge_energy,ratio,ratio,,broad_physics,raw_zero_based
discharge_energy_relative_difference_cycle_99_minus_9,energy_summary_delta,energy_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"9,99",,,discharge_energy,relative_difference,relative_difference,,broad_physics,raw_zero_based
discharge_energy_log_abs_difference_cycle_99_minus_9,energy_summary_delta,energy_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"9,99",,,discharge_energy,log_abs_difference,log_abs_difference,,broad_physics,raw_zero_based
charge_energy_difference_cycle_9_minus_0,energy_summary_delta,energy_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"0,9",,,charge_energy,difference,difference,,broad_physics,raw_zero_based
charge_energy_ratio_cycle_9_minus_0,energy_summary_delta,energy_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"0,9",,,charge_energy,ratio,ratio,,broad_physics,raw_zero_based
charge_energy_relative_difference_cycle_9_minus_0,energy_summary_delta,energy_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"0,9",,,charge_energy,relative_difference,relative_difference,,broad_physics,raw_zero_based
charge_energy_log_abs_difference_cycle_9_minus_0,energy_summary_delta,energy_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"0,9",,,charge_energy,log_abs_difference,log_abs_difference,,broad_physics,raw_zero_based
charge_energy_difference_cycle_99_minus_1,energy_summary_delta,energy_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"1,99",,,charge_energy,difference,difference,,broad_physics,raw_zero_based
charge_energy_ratio_cycle_99_minus_1,energy_summary_delta,energy_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"1,99",,,charge_energy,ratio,ratio,,broad_physics,raw_zero_based
charge_energy_relative_difference_cycle_99_minus_1,energy_summary_delta,energy_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"1,99",,,charge_energy,relative_difference,relative_difference,,broad_physics,raw_zero_based
charge_energy_log_abs_difference_cycle_99_minus_1,energy_summary_delta,energy_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"1,99",,,charge_energy,log_abs_difference,log_abs_difference,,broad_physics,raw_zero_based
charge_energy_difference_cycle_99_minus_9,energy_summary_delta,energy_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"9,99",,,charge_energy,difference,difference,,broad_physics,raw_zero_based
charge_energy_ratio_cycle_99_minus_9,energy_summary_delta,energy_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"9,99",,,charge_energy,ratio,ratio,,broad_physics,raw_zero_based
charge_energy_relative_difference_cycle_99_minus_9,energy_summary_delta,energy_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"9,99",,,charge_energy,relative_difference,relative_difference,,broad_physics,raw_zero_based
charge_energy_log_abs_difference_cycle_99_minus_9,energy_summary_delta,energy_summary_delta,summary_or_raw_cycle_mean,cross_cycle_scalar_delta,cross_cycle_scalar_delta,False,False,False,True,False,"9,99",,,charge_energy,log_abs_difference,log_abs_difference,,broad_physics,raw_zero_based
discharge_discharge_capacity_vs_voltage_min_cycle_0,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,0,discharge,voltage,discharge_capacity,min,,,broad_physics,raw_zero_based
discharge_discharge_capacity_vs_voltage_max_cycle_0,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,0,discharge,voltage,discharge_capacity,max,,,broad_physics,raw_zero_based
discharge_discharge_capacity_vs_voltage_mean_cycle_0,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,0,discharge,voltage,discharge_capacity,mean,,,broad_physics,raw_zero_based
discharge_discharge_capacity_vs_voltage_std_cycle_0,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,0,discharge,voltage,discharge_capacity,std,,,broad_physics,raw_zero_based
discharge_discharge_capacity_vs_voltage_var_cycle_0,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,0,discharge,voltage,discharge_capacity,var,,,broad_physics,raw_zero_based
discharge_discharge_capacity_vs_voltage_area_cycle_0,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,0,discharge,voltage,discharge_capacity,area,,,broad_physics,raw_zero_based
discharge_discharge_capacity_vs_voltage_slope_mean_cycle_0,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,0,discharge,voltage,discharge_capacity,slope_mean,,,broad_physics,raw_zero_based
discharge_charge_capacity_vs_voltage_min_cycle_0,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,0,discharge,voltage,charge_capacity,min,,,broad_physics,raw_zero_based
discharge_charge_capacity_vs_voltage_max_cycle_0,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,0,discharge,voltage,charge_capacity,max,,,broad_physics,raw_zero_based
discharge_charge_capacity_vs_voltage_mean_cycle_0,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,0,discharge,voltage,charge_capacity,mean,,,broad_physics,raw_zero_based
discharge_charge_capacity_vs_voltage_std_cycle_0,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,0,discharge,voltage,charge_capacity,std,,,broad_physics,raw_zero_based
discharge_charge_capacity_vs_voltage_var_cycle_0,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,0,discharge,voltage,charge_capacity,var,,,broad_physics,raw_zero_based
discharge_charge_capacity_vs_voltage_area_cycle_0,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,0,discharge,voltage,charge_capacity,area,,,broad_physics,raw_zero_based
discharge_charge_capacity_vs_voltage_slope_mean_cycle_0,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,0,discharge,voltage,charge_capacity,slope_mean,,,broad_physics,raw_zero_based
discharge_current_vs_voltage_min_cycle_0,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,0,discharge,voltage,current,min,,,broad_physics,raw_zero_based
discharge_current_vs_voltage_max_cycle_0,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,0,discharge,voltage,current,max,,,broad_physics,raw_zero_based
discharge_current_vs_voltage_mean_cycle_0,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,0,discharge,voltage,current,mean,,,broad_physics,raw_zero_based
discharge_current_vs_voltage_std_cycle_0,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,0,discharge,voltage,current,std,,,broad_physics,raw_zero_based
discharge_current_vs_voltage_var_cycle_0,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,0,discharge,voltage,current,var,,,broad_physics,raw_zero_based
discharge_current_vs_voltage_area_cycle_0,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,0,discharge,voltage,current,area,,,broad_physics,raw_zero_based
discharge_current_vs_voltage_slope_mean_cycle_0,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,0,discharge,voltage,current,slope_mean,,,broad_physics,raw_zero_based
discharge_temperature_vs_voltage_min_cycle_0,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,0,discharge,voltage,temperature,min,,,broad_physics,raw_zero_based
discharge_temperature_vs_voltage_max_cycle_0,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,0,discharge,voltage,temperature,max,,,broad_physics,raw_zero_based
discharge_temperature_vs_voltage_mean_cycle_0,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,0,discharge,voltage,temperature,mean,,,broad_physics,raw_zero_based
discharge_temperature_vs_voltage_std_cycle_0,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,0,discharge,voltage,temperature,std,,,broad_physics,raw_zero_based
discharge_temperature_vs_voltage_var_cycle_0,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,0,discharge,voltage,temperature,var,,,broad_physics,raw_zero_based
discharge_temperature_vs_voltage_area_cycle_0,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,0,discharge,voltage,temperature,area,,,broad_physics,raw_zero_based
discharge_temperature_vs_voltage_slope_mean_cycle_0,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,0,discharge,voltage,temperature,slope_mean,,,broad_physics,raw_zero_based
discharge_discharge_capacity_vs_voltage_min_cycle_1,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,1,discharge,voltage,discharge_capacity,min,,,broad_physics,raw_zero_based
discharge_discharge_capacity_vs_voltage_max_cycle_1,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,1,discharge,voltage,discharge_capacity,max,,,broad_physics,raw_zero_based
discharge_discharge_capacity_vs_voltage_mean_cycle_1,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,1,discharge,voltage,discharge_capacity,mean,,,broad_physics,raw_zero_based
discharge_discharge_capacity_vs_voltage_std_cycle_1,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,1,discharge,voltage,discharge_capacity,std,,,broad_physics,raw_zero_based
discharge_discharge_capacity_vs_voltage_var_cycle_1,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,1,discharge,voltage,discharge_capacity,var,,,broad_physics,raw_zero_based
discharge_discharge_capacity_vs_voltage_area_cycle_1,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,1,discharge,voltage,discharge_capacity,area,,,broad_physics,raw_zero_based
discharge_discharge_capacity_vs_voltage_slope_mean_cycle_1,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,1,discharge,voltage,discharge_capacity,slope_mean,,,broad_physics,raw_zero_based
discharge_charge_capacity_vs_voltage_min_cycle_1,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,1,discharge,voltage,charge_capacity,min,,,broad_physics,raw_zero_based
discharge_charge_capacity_vs_voltage_max_cycle_1,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,1,discharge,voltage,charge_capacity,max,,,broad_physics,raw_zero_based
discharge_charge_capacity_vs_voltage_mean_cycle_1,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,1,discharge,voltage,charge_capacity,mean,,,broad_physics,raw_zero_based
discharge_charge_capacity_vs_voltage_std_cycle_1,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,1,discharge,voltage,charge_capacity,std,,,broad_physics,raw_zero_based
discharge_charge_capacity_vs_voltage_var_cycle_1,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,1,discharge,voltage,charge_capacity,var,,,broad_physics,raw_zero_based
discharge_charge_capacity_vs_voltage_area_cycle_1,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,1,discharge,voltage,charge_capacity,area,,,broad_physics,raw_zero_based
discharge_charge_capacity_vs_voltage_slope_mean_cycle_1,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,1,discharge,voltage,charge_capacity,slope_mean,,,broad_physics,raw_zero_based
discharge_current_vs_voltage_min_cycle_1,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,1,discharge,voltage,current,min,,,broad_physics,raw_zero_based
discharge_current_vs_voltage_max_cycle_1,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,1,discharge,voltage,current,max,,,broad_physics,raw_zero_based
discharge_current_vs_voltage_mean_cycle_1,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,1,discharge,voltage,current,mean,,,broad_physics,raw_zero_based
discharge_current_vs_voltage_std_cycle_1,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,1,discharge,voltage,current,std,,,broad_physics,raw_zero_based
discharge_current_vs_voltage_var_cycle_1,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,1,discharge,voltage,current,var,,,broad_physics,raw_zero_based
discharge_current_vs_voltage_area_cycle_1,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,1,discharge,voltage,current,area,,,broad_physics,raw_zero_based
discharge_current_vs_voltage_slope_mean_cycle_1,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,1,discharge,voltage,current,slope_mean,,,broad_physics,raw_zero_based
discharge_temperature_vs_voltage_min_cycle_1,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,1,discharge,voltage,temperature,min,,,broad_physics,raw_zero_based
discharge_temperature_vs_voltage_max_cycle_1,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,1,discharge,voltage,temperature,max,,,broad_physics,raw_zero_based
discharge_temperature_vs_voltage_mean_cycle_1,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,1,discharge,voltage,temperature,mean,,,broad_physics,raw_zero_based
discharge_temperature_vs_voltage_std_cycle_1,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,1,discharge,voltage,temperature,std,,,broad_physics,raw_zero_based
discharge_temperature_vs_voltage_var_cycle_1,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,1,discharge,voltage,temperature,var,,,broad_physics,raw_zero_based
discharge_temperature_vs_voltage_area_cycle_1,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,1,discharge,voltage,temperature,area,,,broad_physics,raw_zero_based
discharge_temperature_vs_voltage_slope_mean_cycle_1,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,1,discharge,voltage,temperature,slope_mean,,,broad_physics,raw_zero_based
discharge_discharge_capacity_vs_voltage_min_cycle_9,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,9,discharge,voltage,discharge_capacity,min,,,broad_physics,raw_zero_based
discharge_discharge_capacity_vs_voltage_max_cycle_9,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,9,discharge,voltage,discharge_capacity,max,,,broad_physics,raw_zero_based
discharge_discharge_capacity_vs_voltage_mean_cycle_9,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,9,discharge,voltage,discharge_capacity,mean,,,broad_physics,raw_zero_based
discharge_discharge_capacity_vs_voltage_std_cycle_9,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,9,discharge,voltage,discharge_capacity,std,,,broad_physics,raw_zero_based
discharge_discharge_capacity_vs_voltage_var_cycle_9,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,9,discharge,voltage,discharge_capacity,var,,,broad_physics,raw_zero_based
discharge_discharge_capacity_vs_voltage_area_cycle_9,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,9,discharge,voltage,discharge_capacity,area,,,broad_physics,raw_zero_based
discharge_discharge_capacity_vs_voltage_slope_mean_cycle_9,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,9,discharge,voltage,discharge_capacity,slope_mean,,,broad_physics,raw_zero_based
discharge_charge_capacity_vs_voltage_min_cycle_9,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,9,discharge,voltage,charge_capacity,min,,,broad_physics,raw_zero_based
discharge_charge_capacity_vs_voltage_max_cycle_9,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,9,discharge,voltage,charge_capacity,max,,,broad_physics,raw_zero_based
discharge_charge_capacity_vs_voltage_mean_cycle_9,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,9,discharge,voltage,charge_capacity,mean,,,broad_physics,raw_zero_based
discharge_charge_capacity_vs_voltage_std_cycle_9,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,9,discharge,voltage,charge_capacity,std,,,broad_physics,raw_zero_based
discharge_charge_capacity_vs_voltage_var_cycle_9,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,9,discharge,voltage,charge_capacity,var,,,broad_physics,raw_zero_based
discharge_charge_capacity_vs_voltage_area_cycle_9,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,9,discharge,voltage,charge_capacity,area,,,broad_physics,raw_zero_based
discharge_charge_capacity_vs_voltage_slope_mean_cycle_9,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,9,discharge,voltage,charge_capacity,slope_mean,,,broad_physics,raw_zero_based
discharge_current_vs_voltage_min_cycle_9,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,9,discharge,voltage,current,min,,,broad_physics,raw_zero_based
discharge_current_vs_voltage_max_cycle_9,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,9,discharge,voltage,current,max,,,broad_physics,raw_zero_based
discharge_current_vs_voltage_mean_cycle_9,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,9,discharge,voltage,current,mean,,,broad_physics,raw_zero_based
discharge_current_vs_voltage_std_cycle_9,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,9,discharge,voltage,current,std,,,broad_physics,raw_zero_based
discharge_current_vs_voltage_var_cycle_9,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,9,discharge,voltage,current,var,,,broad_physics,raw_zero_based
discharge_current_vs_voltage_area_cycle_9,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,9,discharge,voltage,current,area,,,broad_physics,raw_zero_based
discharge_current_vs_voltage_slope_mean_cycle_9,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,9,discharge,voltage,current,slope_mean,,,broad_physics,raw_zero_based
discharge_temperature_vs_voltage_min_cycle_9,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,9,discharge,voltage,temperature,min,,,broad_physics,raw_zero_based
discharge_temperature_vs_voltage_max_cycle_9,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,9,discharge,voltage,temperature,max,,,broad_physics,raw_zero_based
discharge_temperature_vs_voltage_mean_cycle_9,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,9,discharge,voltage,temperature,mean,,,broad_physics,raw_zero_based
discharge_temperature_vs_voltage_std_cycle_9,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,9,discharge,voltage,temperature,std,,,broad_physics,raw_zero_based
discharge_temperature_vs_voltage_var_cycle_9,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,9,discharge,voltage,temperature,var,,,broad_physics,raw_zero_based
discharge_temperature_vs_voltage_area_cycle_9,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,9,discharge,voltage,temperature,area,,,broad_physics,raw_zero_based
discharge_temperature_vs_voltage_slope_mean_cycle_9,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,9,discharge,voltage,temperature,slope_mean,,,broad_physics,raw_zero_based
discharge_discharge_capacity_vs_voltage_min_cycle_49,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,49,discharge,voltage,discharge_capacity,min,,,broad_physics,raw_zero_based
discharge_discharge_capacity_vs_voltage_max_cycle_49,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,49,discharge,voltage,discharge_capacity,max,,,broad_physics,raw_zero_based
discharge_discharge_capacity_vs_voltage_mean_cycle_49,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,49,discharge,voltage,discharge_capacity,mean,,,broad_physics,raw_zero_based
discharge_discharge_capacity_vs_voltage_std_cycle_49,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,49,discharge,voltage,discharge_capacity,std,,,broad_physics,raw_zero_based
discharge_discharge_capacity_vs_voltage_var_cycle_49,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,49,discharge,voltage,discharge_capacity,var,,,broad_physics,raw_zero_based
discharge_discharge_capacity_vs_voltage_area_cycle_49,true_curve_shape,true_curve_shape,raw_cycles_interpolated,curve_shape,curve_shape,True,False,True,False,False,49,discharge,voltage,discharge_capacity,area,,,broad_physics,raw_zero_based
