row_id,cell_id,anonymized_cell_id,batch_id,protocol_readable,C1,C2,C3,C4,cycle_life,label_source,source_cell_id,source_path
155,surrogate_cell_00155,surrogate_cell_00155,2018-09-10_oed_3,4.8-4.8-5.6-4.2,4.8,4.8,5.6,4.2,1145.8918560805412,author_model_prediction,2018-09-10_oed_3_CH31,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-10_oed_3/2018-09-10_oed_3_CH31_structure.json
156,surrogate_cell_00156,surrogate_cell_00156,2018-09-10_oed_3,4-6-4.8-4.8,4.0,6.0,4.8,4.8,1061.9490815303327,author_model_prediction,2018-09-10_oed_3_CH32,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-10_oed_3/2018-09-10_oed_3_CH32_structure.json
157,surrogate_cell_00157,surrogate_cell_00157,2018-09-10_oed_3,5.2-6-4.8-3.759,5.2,6.0,4.8,3.759,953.1230260965816,author_model_prediction,2018-09-10_oed_3_CH33,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-10_oed_3/2018-09-10_oed_3_CH33_structure.json
158,surrogate_cell_00158,surrogate_cell_00158,2018-09-10_oed_3,5.2-4.8-5.2-4.16,5.2,4.8,5.2,4.16,838.5391458053775,author_model_prediction,2018-09-10_oed_3_CH34,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-10_oed_3/2018-09-10_oed_3_CH34_structure.json
159,surrogate_cell_00159,surrogate_cell_00159,2018-09-10_oed_3,4.8-6-4.4-4.328,4.8,6.0,4.4,4.328,979.3347741360478,author_model_prediction,2018-09-10_oed_3_CH35,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-10_oed_3/2018-09-10_oed_3_CH35_structure.json
160,surrogate_cell_00160,surrogate_cell_00160,2018-09-10_oed_3,5.2-5.2-5.6-3.702,5.2,5.2,5.6,3.702,947.8792397740564,author_model_prediction,2018-09-10_oed_3_CH36,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-10_oed_3/2018-09-10_oed_3_CH36_structure.json
161,surrogate_cell_00161,surrogate_cell_00161,2018-09-10_oed_3,4.4-6-4.4-4.714,4.4,6.0,4.4,4.714,935.521172909124,author_model_prediction,2018-09-10_oed_3_CH37,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-10_oed_3/2018-09-10_oed_3_CH37_structure.json
162,surrogate_cell_00162,surrogate_cell_00162,2018-09-10_oed_3,4.8-6-5.6-3.574,4.8,6.0,5.6,3.574,778.2738278505471,author_model_prediction,2018-09-10_oed_3_CH38,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-10_oed_3/2018-09-10_oed_3_CH38_structure.json
163,surrogate_cell_00163,surrogate_cell_00163,2018-09-10_oed_3,4.8-5.2-5.2-4.16,4.8,5.2,5.2,4.16,918.2244884034702,author_model_prediction,2018-09-10_oed_3_CH2,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-10_oed_3/2018-09-10_oed_3_CH2_structure.json
164,surrogate_cell_00164,surrogate_cell_00164,2018-09-10_oed_3,5.2-6-5.2-3.545,5.2,6.0,5.2,3.545,763.7333824779805,author_model_prediction,2018-09-10_oed_3_CH39,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-10_oed_3/2018-09-10_oed_3_CH39_structure.json
165,surrogate_cell_00165,surrogate_cell_00165,2018-09-10_oed_3,5.2-6-4.4-4.047,5.2,6.0,4.4,4.047,885.4591218495409,author_model_prediction,2018-09-10_oed_3_CH40,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-10_oed_3/2018-09-10_oed_3_CH40_structure.json
166,surrogate_cell_00166,surrogate_cell_00166,2018-09-10_oed_3,5.6-5.2-4.8-3.935,5.6,5.2,4.8,3.935,1006.7146164070152,author_model_prediction,2018-09-10_oed_3_CH41,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-10_oed_3/2018-09-10_oed_3_CH41_structure.json
167,surrogate_cell_00167,surrogate_cell_00167,2018-09-10_oed_3,5.2-5.6-5.6-3.523,5.2,5.6,5.6,3.523,916.7860124156264,author_model_prediction,2018-09-10_oed_3_CH42,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-10_oed_3/2018-09-10_oed_3_CH42_structure.json
168,surrogate_cell_00168,surrogate_cell_00168,2018-09-10_oed_3,5.2-4.8-5.6-3.935,5.2,4.8,5.6,3.935,1145.888571681293,author_model_prediction,2018-09-10_oed_3_CH43,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-10_oed_3/2018-09-10_oed_3_CH43_structure.json
169,surrogate_cell_00169,surrogate_cell_00169,2018-09-10_oed_3,5.2-7-4.8-3.45,5.2,7.0,4.8,3.45,892.0381751957347,author_model_prediction,2018-09-10_oed_3_CH44,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-10_oed_3/2018-09-10_oed_3_CH44_structure.json
170,surrogate_cell_00170,surrogate_cell_00170,2018-09-10_oed_3,5.2-5.6-4-4.707,5.2,5.6,4.0,4.707,1025.8241075552046,author_model_prediction,2018-09-10_oed_3_CH45,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-10_oed_3/2018-09-10_oed_3_CH45_structure.json
171,surrogate_cell_00171,surrogate_cell_00171,2018-09-10_oed_3,5.6-5.2-4.4-4.252,5.6,5.2,4.4,4.252,1116.9077531861244,author_model_prediction,2018-09-10_oed_3_CH46,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-10_oed_3/2018-09-10_oed_3_CH46_structure.json
172,surrogate_cell_00172,surrogate_cell_00172,2018-09-10_oed_3,4.8-7-4.8-3.652,4.8,7.0,4.8,3.652,970.1427766430464,author_model_prediction,2018-09-10_oed_3_CH47,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-10_oed_3/2018-09-10_oed_3_CH47_structure.json
173,surrogate_cell_00173,surrogate_cell_00173,2018-09-10_oed_3,4.8-5.6-4.8-4.2,4.8,5.6,4.8,4.2,866.8434008691952,author_model_prediction,2018-09-10_oed_3_CH3,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-10_oed_3/2018-09-10_oed_3_CH3_structure.json
174,surrogate_cell_00174,surrogate_cell_00174,2018-09-10_oed_3,4.4-5.6-5.2-4.252,4.4,5.6,5.2,4.252,933.8797245506096,author_model_prediction,2018-09-10_oed_3_CH4,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-10_oed_3/2018-09-10_oed_3_CH4_structure.json
175,surrogate_cell_00175,surrogate_cell_00175,2018-09-10_oed_3,4.4-5.2-5.6-4.252,4.4,5.2,5.6,4.252,520.3485624265004,author_model_prediction,2018-09-10_oed_3_CH5,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-10_oed_3/2018-09-10_oed_3_CH5_structure.json
176,surrogate_cell_00176,surrogate_cell_00176,2018-09-10_oed_3,4.4-5.6-4.8-4.563,4.4,5.6,4.8,4.563,1107.7276545649931,author_model_prediction,2018-09-10_oed_3_CH6,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-10_oed_3/2018-09-10_oed_3_CH6_structure.json
177,surrogate_cell_00177,surrogate_cell_00177,2018-09-10_oed_3,4-5.6-5.6-4.421,4.0,5.6,5.6,4.421,927.7101421159944,author_model_prediction,2018-09-10_oed_3_CH7,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-10_oed_3/2018-09-10_oed_3_CH7_structure.json
178,surrogate_cell_00178,surrogate_cell_00178,2018-09-10_oed_3,4-5.6-5.2-4.707,4.0,5.6,5.2,4.707,1008.3011168864484,author_model_prediction,2018-09-10_oed_3_CH8,/Users/sreyavangara/Documents/Research/Code/battery-arr/literature_models_and_data/battery-fast-charging/data/2018-09-10_oed_3/2018-09-10_oed_3_CH8_structure.json
